task_type,input_text,aux_text,label
TONE_FORMALITY,"""But this is our life here. Children must live it the way it is.""",,0.4869565217391304
TONE_FORMALITY,The number of drills has only grown since they were outlawed in 2002.,,0.591304347826087
STS,Security lights have also been installed and police have swept the grounds for booby traps.,Security lights have also been installed on a barn near the front gate.,0.6000000000000001
TONE_FORMALITY,Because all the guys that play high school kids are over 20 years old.,,0.34782608695652173
TONE_POLARITY,I can't believe my brother recommended this movie to me. It was disgusting and VULGAR...Make sure you do not watch it around children due to the sexual content/scenes. Unless you don't care whether the children are exposed to that sort of content. I consider this movie one step from turning into a porno. I didn't find anything funny about it. And I can't understand why anyone would give it more than two stars...that's beyond my comprehension. But as they say 'to each his/her own'. What a waste of time and money.,,0.0
TONE_FORMALITY,I don't know about the 1920s.,,0.5217391304347826
TONE_FORMALITY,"Reed Smith's new competency model covers four main areas - legal skills, citizenship, business skills, and clients - with a focus on nine core competencies within those areas.",,0.7304347826086957
TONE_FORMALITY,Bake covered in oven when almost cooked add sauce and remove foil.,,0.5217391304347826
TONE_FORMALITY,"The UN-backed Electoral Complaints Commission's (ECC) action meant Mr Karzai's total was reduced to below the 50% plus one vote threshold for outright victory, indicating a run-off poll was needed.",,0.6956521739130435
TONE_FORMALITY,Remedies for Treating Chlorinated Bath Water offers clear instructions and recommendations.,,0.6956521739130435
PAWS,"Monica Mæland , Norwegian Trade Minister , led a delegation of 54 companies to Kenya in September 2015 .","Kenya 's Trade Minister , Monica Mæland , led a delegation of 54 companies to Norway in September 2015 .",0.0
STS,Roadside bombs kill 5 in Afghanistan,Roadside bomb kills 3 policemen in Afghanistan,0.68
STS,Asian markets hit 3-wk high on hopes of US debt deal,Asian stocks hit three-week highs on hopes of U.S. debt deal,0.96
TONE_POLARITY,Excellent bargain...I have ordered this product for the past year and will continue to do so. Excellent print life for the cartridges.,,1.0
TONE_POLARITY,"There are so many ways to quilt, so many systems, and not all work for everyone. However, this author seams (pun intended) to believe in the old saying...""My way or the highway"". She is very disparaging of any method other than hers, bringing an assertive and unpleasant tone to the book. Certainly not an atmosphere conducive to learning, especially something that can be so enjoyable. I'm sorry I wasted my money!",,0.0
PAWS,"The LFAC was officially established in 2005 and the first teams were Belfry Valls , Cornellà Bocs , Valls Fire and Alt Camp .","The LFAC were officially created in 2005 and the first teams joining was Belfry Valls , Cornellà Bocs , Valls Fire and Alt Camp .",1.0
TONE_POLARITY,"This CD was purchased primarily on the strength of the previous GnR reviews. Unfortunately, the track isn't close to my expectations. I tried playing it several times, hoping to gain some type of appreciation for it, but to no avail. I now skip over that track, along with others. Fortunately, there are some good solid tracks featured. Examples follow, in order of quality entertainment; PMM,Everlast,PM5K,Korn,Creed,Zombie,Bizkit and Prodogy(many of which have a good high energy beat). The dismal performers, and ones to skip are Eminem and GnR. The final two are so-so. I received the Matrix CD with the same order, and found that it is much more intense and energetic. The Matrix, by contrast, can be played enjoyably from beginning to end.",,0.0
STS,"Benchmark Treasury 10-year notes gained 17/32, yielding 4.015 percent.","The benchmark 10-year note was recently down 17/32, to yield 4.067 percent.",0.55
STS,jewish-american group the anti-defamation league (adl) published full-page advertisements in swiss and international papers in april 2008 accusing switzerland of funding terrorism through the deal. ,the anti-defamation league took out full-page advertisments in swiss and international newspapers earlier in april 2008 accusing switzerland of funding terrorism through the deal.,0.8800000000000001
TONE_FORMALITY,she wants you to buy her a gift.,,0.2782608695652174
TONE_FORMALITY,bad if ur apart for too long it could turn out bad,,0.10434782608695653
TONE_FORMALITY,"When Congress wants to spend, times can be good.",,0.45217391304347826
TONE_POLARITY,"Poor quality, audio is too low, is obviously taken right off a record. That would not be bad if just that but also it has nice disturbing SKIP at about 1 min in the song, what garbage. Never bought a new record before, but I am sure they did not sell them with damaged playback out of the sleeve...",,0.0
TONE_FORMALITY,The raging battle of words however leaves him unfazed.,,0.6956521739130435
TONE_POLARITY,"the sample i wanted to hear, was ""love come down"". and it's not on the sample list. i ordered it anyway.",,0.0
TONE_POLARITY,"Of all the disaster movies I've enjoyed, this is certainly one of my favourites. Wonderful story and cast. I watch it every couple of months.",,1.0
PAWS,"Renato Sobral was supposed to face Mike Kyle , but was replaced by Rafael Cavalcante after an injury .","Renato Sobral was scheduled to face Mike Kyle , but after suffering an injury , was replaced by Rafael Cavalcante .",1.0
PAWS,"Members of the G.723.1 patent pool are Nokia , Université de Sherbrooke , Nippon Telegraph and Telephone Corporation , AudioCodes and France Telecom .","Members of the patent pool G.723.1 are AudioCodes , France Telecom , Université de Sherbrooke , Nippon Telegraph and Telephone Corporation and Nokia .",1.0
TONE_POLARITY,This is the first time I gave a bad review for a game.The reasonthat Trade Empires only got 2 stars is lack of interest.First of all the scenarios are way to micromanaging (in other words hard)and when you do get something right there is no fanfare not evena pup up video.The graphics are lame the wagon that goes all over the map is so tiny it looks like a ant.No zoom featureand the status bar is also confusing.So if you want a quick orat least enjoyable trip through history get AOK or EE.,,0.0
TONE_FORMALITY,The route I chose to pick was just because they wouldn't let me see my kid.,,0.3826086956521739
PAWS,"On those rare individuals who have areas without melanin , feathers are orange to yellow .","On those rare individuals which have areas without melanin , feathers are yellow to orange .",0.0
PAWS,"Strathairn attended Redwood High School in Larkspur , California , and graduated from Williams College in Williamstown , Massachusetts , in 1970 .","Strathairn attended the Redwood High School in Larkspur , California , and graduated in 1970 from Williams College , Williamstown , Massachusetts .",1.0
TONE_POLARITY,"If I could give a negative review for this I would. The hard drive worked fine up until yesterday when I tried to access it, and couldn't find it in the list! I had no way of accessing the drive. I tried everything - from rebooting my computer, turning the drive on and off, changing usb ports, and plugging it into a wall socket. NOTHING worked! I started google-ing around and found that other people had the same problem, and there wasn't really a solution for it. I even tried calling tech support, but they didn't want to help me unless I paid them $40 since my warranty for the drive was up. Now my only option is to open that sucker up and to put it into a new enclosure. Hopefully that will work or else all my stuff is lost! :(",,0.0
TONE_POLARITY,"The cover grabbed me, then I opened the pages. I longed to continue reading and ignored the phone. I read the poems aloud, then read them again. They touched my heart, and I read them to my husband. He read them to me. The author combined surrender with passion, ego with God. My book is marked up with my own thoughts! Wonderful!",,1.0
TONE_FORMALITY,"These are people who will soon be arrested for ""national security"" reasons.",,0.41739130434782606
